Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,TotalPrice,Date,Month,Year,YearMonth,Day
540260,72801C,4 ROSE PINK DINNER CANDLES,12,2011-01-06 09:40:00,1.25,13097.0,United Kingdom,15.0,2011-01-06,1,2011,2011-01,Thursday
522760,21494,ROTATING LEAVES T-LIGHT HOLDER,2,2010-09-16 13:48:00,1.25,15962.0,United Kingdom,2.5,2010-09-16,9,2010,2010-09,Thursday
569222,21166,COOK WITH WINE METAL SIGN ,2,2011-10-02 13:46:00,2.08,15906.0,United Kingdom,4.16,2011-10-02,10,2011,2011-10,Sunday
581241,22922,FRIDGE MAGNETS US DINER ASSORTED,12,2011-12-08 10:58:00,0.85,15520.0,United Kingdom,10.2,2011-12-08,12,2011,2011-12,Thursday
550191,85141,JARDIN ETCHED GLASS FRUITBOWL,1,2011-04-14 19:59:00,3.95,16806.0,United Kingdom,3.95,2011-04-14,4,2011,2011-04,Thursday
491186,21059,PARTY INVITES DINOSAURS,1,2009-12-10 12:21:00,0.85,15889.0,United Kingdom,0.85,2009-12-10,12,2009,2009-12,Thursday
503944,20750,RED/WHITE DOT MINI CASES,1,2010-04-08 15:29:00,7.95,15768.0,United Kingdom,7.95,2010-04-08,4,2010,2010-04,Thursday
547938,90124A,PINK MURANO TWIST NECKLACE,1,2011-03-28 14:33:00,9.95,13901.0,United Kingdom,9.95,2011-03-28,3,2011,2011-03,Monday
526404,22112,CHOCOLATE HOT WATER BOTTLE,24,2010-10-11 13:49:00,4.25,13495.0,United Kingdom,102.0,2010-10-11,10,2010,2010-10,Monday
527366,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,2,2010-10-17 11:24:00,0.85,15571.0,United Kingdom,1.7,2010-10-17,10,2010,2010-10,Sunday
536388,22969,HOMEMADE JAM SCENTED CANDLES,12,2010-12-01 09:59:00,1.45,16250.0,United Kingdom,17.4,2010-12-01,12,2010,2010-12,Wednesday
520884,44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,5,2010-08-31 16:11:00,0.42,16919.0,United Kingdom,2.1,2010-08-31,8,2010,2010-08,Tuesday
540458,22635,CHILDS BREAKFAST SET DOLLY GIRL ,2,2011-01-07 12:28:00,9.95,12501.0,Germany,19.9,2011-01-07,1,2011,2011-01,Friday
530115,21539,RED RETROSPOT BUTTER DISH,1,2010-11-01 14:22:00,4.95,17190.0,United Kingdom,4.95,2010-11-01,11,2010,2010-11,Monday
571227,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,12,2011-10-14 13:54:00,2.55,12477.0,Germany,30.6,2011-10-14,10,2011,2011-10,Friday
554663,21711,FOLDING UMBRELLA WHITE/RED POLKADOT,1,2011-05-25 14:29:00,4.95,14985.0,United Kingdom,4.95,2011-05-25,5,2011,2011-05,Wednesday
521484,22570,FELTCRAFT CUSHION RABBIT,1,2010-09-06 13:26:00,3.75,17585.0,United Kingdom,3.75,2010-09-06,9,2010,2010-09,Monday
548863,22087,PAPER BUNTING WHITE LACE,40,2011-04-04 13:57:00,2.55,15311.0,United Kingdom,102.0,2011-04-04,4,2011,2011-04,Monday
546108,40016,CHINESE DRAGON PAPER LANTERNS,12,2011-03-09 12:35:00,0.42,15529.0,United Kingdom,5.04,2011-03-09,3,2011,2011-03,Wednesday
565416,21987,PACK OF 6 SKULL PAPER CUPS,12,2011-09-04 12:00:00,0.65,12710.0,Germany,7.800000000000001,2011-09-04,9,2011,2011-09,Sunday
522982,20772,GARDEN PATH JOURNAL,2,2010-09-19 14:03:00,2.55,12867.0,United Kingdom,5.1,2010-09-19,9,2010,2010-09,Sunday
554116,21175,GIN + TONIC DIET METAL SIGN,5,2011-05-22 15:11:00,2.55,14514.0,United Kingdom,12.75,2011-05-22,5,2011,2011-05,Sunday
574240,23321,SMALL WHITE HEART OF WICKER,2,2011-11-03 12:45:00,1.65,15998.0,United Kingdom,3.3,2011-11-03,11,2011,2011-11,Thursday
545690,22917,HERB MARKER ROSEMARY,3,2011-03-06 12:46:00,0.65,13263.0,United Kingdom,1.95,2011-03-06,3,2011,2011-03,Sunday
572908,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,4,2011-10-26 15:47:00,3.75,15835.0,United Kingdom,15.0,2011-10-26,10,2011,2011-10,Wednesday
556845,47566,PARTY BUNTING,50,2011-06-15 11:30:00,4.15,17511.0,United Kingdom,207.50000000000003,2011-06-15,6,2011,2011-06,Wednesday
575040,23014,GLASS APOTHECARY BOTTLE ELIXIR,4,2011-11-08 11:58:00,3.95,13381.0,United Kingdom,15.8,2011-11-08,11,2011,2011-11,Tuesday
563502,22815,CARD PSYCHEDELIC APPLES,12,2011-08-17 08:50:00,0.42,12722.0,France,5.04,2011-08-17,8,2011,2011-08,Wednesday
506434,22528,GARDENERS KNEELING PAD,2,2010-04-29 15:34:00,1.25,13173.0,United Kingdom,2.5,2010-04-29,4,2010,2010-04,Thursday
552265,23142,IVORY WIRE KITCHEN ORGANISER,1,2011-05-08 11:41:00,10.4,14161.0,United Kingdom,10.4,2011-05-08,5,2011,2011-05,Sunday
567459,23431,NATURAL HANGING QUILTED HEARTS ,12,2011-09-20 12:21:00,0.83,14221.0,United Kingdom,9.96,2011-09-20,9,2011,2011-09,Tuesday
525084,20734,SILVER MINI TAPE MEASURE ,10,2010-10-03 15:53:00,0.85,13883.0,United Kingdom,8.5,2010-10-03,10,2010,2010-10,Sunday
525057,21533,RETRO SPOT LARGE MILK JUG,6,2010-10-03 14:03:00,4.95,13245.0,United Kingdom,29.700000000000003,2010-10-03,10,2010,2010-10,Sunday
549257,20749,ASSORTED COLOUR MINI CASES,1,2011-04-07 12:29:00,7.95,14465.0,United Kingdom,7.95,2011-04-07,4,2011,2011-04,Thursday
568539,22795,SWEETHEART RECIPE BOOK STAND,4,2011-09-27 14:07:00,6.75,13016.0,United Kingdom,27.0,2011-09-27,9,2011,2011-09,Tuesday
555312,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2011-06-02 10:39:00,2.1,16484.0,United Kingdom,12.6,2011-06-02,6,2011,2011-06,Thursday
550560,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-04-19 11:46:00,3.95,14242.0,United Kingdom,15.8,2011-04-19,4,2011,2011-04,Tuesday
576388,22620,4 TRADITIONAL SPINNING TOPS,12,2011-11-15 10:00:00,1.45,17510.0,United Kingdom,17.4,2011-11-15,11,2011,2011-11,Tuesday
566912,23322,LARGE WHITE HEART OF WICKER,6,2011-09-15 14:05:00,2.95,14367.0,United Kingdom,17.700000000000003,2011-09-15,9,2011,2011-09,Thursday
549927,21977,PACK OF 60 PINK PAISLEY CAKE CASES,120,2011-04-13 10:19:00,0.42,16684.0,United Kingdom,50.4,2011-04-13,4,2011,2011-04,Wednesday
523962,22242,5 HOOK HANGER MAGIC TOADSTOOL,1,2010-09-26 12:58:00,1.65,13980.0,United Kingdom,1.65,2010-09-26,9,2010,2010-09,Sunday
535592,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2010-11-26 16:31:00,2.95,15281.0,United Kingdom,17.700000000000003,2010-11-26,11,2010,2010-11,Friday
499965,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,8,2010-03-03 13:57:00,0.65,16461.0,United Kingdom,5.2,2010-03-03,3,2010,2010-03,Wednesday
504569,22611,VINTAGE UNION JACK SHOPPING BAG,3,2010-04-14 14:20:00,4.95,17146.0,United Kingdom,14.85,2010-04-14,4,2010,2010-04,Wednesday
532424,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,2010-11-12 10:05:00,2.95,12868.0,United Kingdom,23.6,2010-11-12,11,2010,2010-11,Friday
504131,22554,PLASTERS IN TIN WOODLAND ANIMALS,6,2010-04-11 11:17:00,1.65,15015.0,United Kingdom,9.9,2010-04-11,4,2010,2010-04,Sunday
532548,22537,MAGIC DRAWING SLATE DINOSAUR,3,2010-11-12 12:15:00,0.42,17210.0,United Kingdom,1.26,2010-11-12,11,2010,2010-11,Friday
513053,48184,DOOR MAT ENGLISH ROSE ,2,2010-06-21 13:32:00,7.49,16062.0,United Kingdom,14.98,2010-06-21,6,2010,2010-06,Monday
554765,22487,WHITE WOOD GARDEN PLANT LADDER,2,2011-05-26 11:38:00,9.95,16837.0,United Kingdom,19.9,2011-05-26,5,2011,2011-05,Thursday
502617,22296,HEART IVORY TRELLIS LARGE,12,2010-03-25 14:39:00,1.65,15027.0,United Kingdom,19.8,2010-03-25,3,2010,2010-03,Thursday
558892,21845,DAIRY MAID STRIPE MUG,36,2011-07-04 15:46:00,0.79,17581.0,United Kingdom,28.44,2011-07-04,7,2011,2011-07,Monday
491698,20734,SILVER MINI TAPE MEASURE ,10,2009-12-13 13:31:00,0.85,12681.0,France,8.5,2009-12-13,12,2009,2009-12,Sunday
523713,22593,CHRISTMAS GINGHAM STAR,144,2010-09-23 15:43:00,0.72,16546.0,United Kingdom,103.68,2010-09-23,9,2010,2010-09,Thursday
504430,84905,PINK BUTTERFLY CUSHION COVER ,1,2010-04-13 13:26:00,4.95,14172.0,United Kingdom,4.95,2010-04-13,4,2010,2010-04,Tuesday
503354,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,2010-03-31 13:40:00,0.55,15573.0,United Kingdom,1.1,2010-03-31,3,2010,2010-03,Wednesday
545377,21789,KIDS RAIN MAC PINK,1,2011-03-02 11:32:00,0.85,14606.0,United Kingdom,0.85,2011-03-02,3,2011,2011-03,Wednesday
570488,51014A,"FEATHER PEN,HOT PINK",6,2011-10-10 17:12:00,0.83,14096.0,United Kingdom,4.98,2011-10-10,10,2011,2011-10,Monday
491170,21889,WOODEN BOX OF DOMINOES,6,2009-12-10 11:27:00,1.25,17861.0,United Kingdom,7.5,2009-12-10,12,2009,2009-12,Thursday
533842,22069,BROWN  PIRATE TREASURE CHEST ,4,2010-11-19 11:21:00,1.65,14723.0,United Kingdom,6.6,2010-11-19,11,2010,2010-11,Friday
529720,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,2010-10-29 13:58:00,2.95,12705.0,Germany,35.400000000000006,2010-10-29,10,2010,2010-10,Friday
514098,21926,RED/CREAM STRIPE CUSHION COVER ,2,2010-06-30 12:30:00,1.25,13097.0,United Kingdom,2.5,2010-06-30,6,2010,2010-06,Wednesday
545692,22073,RED RETROSPOT STORAGE JAR,4,2011-03-06 12:58:00,3.75,17428.0,United Kingdom,15.0,2011-03-06,3,2011,2011-03,Sunday
520396,22694,WICKER STAR ,3,2010-08-25 15:58:00,2.1,17963.0,United Kingdom,6.300000000000001,2010-08-25,8,2010,2010-08,Wednesday
502870,22544,MINI JIGSAW SPACEBOY,48,2010-03-28 16:17:00,0.42,13373.0,United Kingdom,20.16,2010-03-28,3,2010,2010-03,Sunday
578258,21873,IF YOU CAN'T STAND THE HEAT MUG,2,2011-11-23 13:01:00,1.25,13263.0,United Kingdom,2.5,2011-11-23,11,2011,2011-11,Wednesday
498098,21621,VINTAGE UNION JACK BUNTING,2,2010-02-16 13:16:00,8.5,17789.0,United Kingdom,17.0,2010-02-16,2,2010,2010-02,Tuesday
537634,22470,HEART OF WICKER LARGE,1,2010-12-07 15:15:00,2.95,16775.0,United Kingdom,2.95,2010-12-07,12,2010,2010-12,Tuesday
554549,22469,HEART OF WICKER SMALL,12,2011-05-25 09:57:00,1.65,12747.0,United Kingdom,19.8,2011-05-25,5,2011,2011-05,Wednesday
568531,23503,PLAYING CARDS KEEP CALM & CARRY ON,3,2011-09-27 13:49:00,1.25,16713.0,United Kingdom,3.75,2011-09-27,9,2011,2011-09,Tuesday
576933,21967,PACK OF 12 SKULL TISSUES,1,2011-11-17 11:29:00,0.39,15529.0,United Kingdom,0.39,2011-11-17,11,2011,2011-11,Thursday
569670,23392,SPACEBOY ROCKET LOLLY MAKERS,1,2011-10-05 13:47:00,2.08,14730.0,United Kingdom,2.08,2011-10-05,10,2011,2011-10,Wednesday
580062,23569,TRADTIONAL ALPHABET STAMP SET,1,2011-12-01 13:28:00,4.95,15862.0,United Kingdom,4.95,2011-12-01,12,2011,2011-12,Thursday
570255,23118,PARISIENNE JEWELLERY DRAWER ,4,2011-10-10 09:41:00,7.5,17648.0,United Kingdom,30.0,2011-10-10,10,2011,2011-10,Monday
489505,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,6,2009-12-01 11:17:00,4.95,15712.0,United Kingdom,29.700000000000003,2009-12-01,12,2009,2009-12,Tuesday
506709,22512,DOORSTOP RACING CAR DESIGN,1,2010-05-02 15:10:00,3.75,15426.0,United Kingdom,3.75,2010-05-02,5,2010,2010-05,Sunday
580027,23169,CLASSIC GLASS COOKIE JAR,6,2011-12-01 12:01:00,4.15,14178.0,United Kingdom,24.9,2011-12-01,12,2011,2011-12,Thursday
572558,51014C,"FEATHER PEN,COAL BLACK",12,2011-10-25 08:26:00,0.85,14286.0,United Kingdom,10.2,2011-10-25,10,2011,2011-10,Tuesday
550772,20802,SMALL GLASS SUNDAE DISH CLEAR,18,2011-04-20 13:13:00,1.65,17856.0,United Kingdom,29.7,2011-04-20,4,2011,2011-04,Wednesday
512126,22487,WHITE WOOD GARDEN PLANT LADDER,1,2010-06-13 16:10:00,9.95,16558.0,United Kingdom,9.95,2010-06-13,6,2010,2010-06,Sunday
500174,20716,PARTY FOOD SHOPPER BAG,10,2010-03-05 10:14:00,1.25,12839.0,United Kingdom,12.5,2010-03-05,3,2010,2010-03,Friday
567374,23247,BISCUIT TIN 50'S CHRISTMAS,24,2011-09-20 09:40:00,2.89,15341.0,United Kingdom,69.36,2011-09-20,9,2011,2011-09,Tuesday
499500,21218,RED SPOTTY BISCUIT TIN,2,2010-02-28 14:43:00,3.75,13044.0,United Kingdom,7.5,2010-02-28,2,2010,2010-02,Sunday
574740,22316,200 BENDY SKULL STRAWS,12,2011-11-06 16:07:00,1.25,12357.0,Switzerland,15.0,2011-11-06,11,2011,2011-11,Sunday
522902,21790,VINTAGE SNAP CARDS,12,2010-09-17 12:29:00,0.85,12554.0,Spain,10.2,2010-09-17,9,2010,2010-09,Friday
502860,84709B,PINK OVAL JEWELLED MIRROR,2,2010-03-28 15:13:00,5.95,16666.0,United Kingdom,11.9,2010-03-28,3,2010,2010-03,Sunday
567975,23355,HOT WATER BOTTLE KEEP CALM,4,2011-09-23 10:25:00,4.95,17416.0,United Kingdom,19.8,2011-09-23,9,2011,2011-09,Friday
491457,21888,BINGO SET,2,2009-12-11 11:26:00,3.75,15998.0,United Kingdom,7.5,2009-12-11,12,2009,2009-12,Friday
531894,22801,ANTIQUE GLASS PEDESTAL BOWL,8,2010-11-10 12:01:00,3.75,13767.0,United Kingdom,30.0,2010-11-10,11,2010,2010-11,Wednesday
561891,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-07-31 14:19:00,6.95,15438.0,United Kingdom,13.9,2011-07-31,7,2011,2011-07,Sunday
541783,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,2011-01-21 11:55:00,0.29,16618.0,United Kingdom,6.959999999999999,2011-01-21,1,2011,2011-01,Friday
549735,22427,ENAMEL FLOWER JUG CREAM,6,2011-04-12 08:42:00,5.95,13824.0,United Kingdom,35.7,2011-04-12,4,2011,2011-04,Tuesday
580831,22727,ALARM CLOCK BAKELIKE RED ,4,2011-12-06 11:39:00,3.75,14418.0,United Kingdom,15.0,2011-12-06,12,2011,2011-12,Tuesday
497495,21469,POLKA DOT RAFFIA FOOD COVER,6,2010-02-10 08:46:00,3.75,12932.0,United Kingdom,22.5,2010-02-10,2,2010,2010-02,Wednesday
577355,23172,REGENCY TEA PLATE PINK,12,2011-11-18 15:53:00,1.65,14911.0,EIRE,19.8,2011-11-18,11,2011,2011-11,Friday
523950,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2010-09-26 11:57:00,1.25,17062.0,United Kingdom,7.5,2010-09-26,9,2010,2010-09,Sunday
513965,22363,GLASS JAR MARMALADE ,4,2010-06-29 15:28:00,2.95,12380.0,Belgium,11.8,2010-06-29,6,2010,2010-06,Tuesday
571676,22694,WICKER STAR ,2,2011-10-18 13:29:00,2.1,16910.0,United Kingdom,4.2,2011-10-18,10,2011,2011-10,Tuesday
527394,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,12,2010-10-17 13:33:00,0.85,15772.0,United Kingdom,10.2,2010-10-17,10,2010,2010-10,Sunday
525366,22179,SET 10 LIGHTS NIGHT OWL,3,2010-10-05 11:34:00,6.75,17019.0,United Kingdom,20.25,2010-10-05,10,2010,2010-10,Tuesday
527928,21657,MILK BOTTLE WITH GLASS STOPPER ,3,2010-10-19 13:28:00,6.95,13488.0,United Kingdom,20.85,2010-10-19,10,2010,2010-10,Tuesday
546774,21187,WHITE BELL HONEYCOMB PAPER GARLAND ,6,2011-03-16 15:45:00,1.65,14505.0,United Kingdom,9.9,2011-03-16,3,2011,2011-03,Wednesday
562275,21452,TOADSTOOL MONEY BOX,6,2011-08-04 10:04:00,2.95,12689.0,France,17.700000000000003,2011-08-04,8,2011,2011-08,Thursday
573876,22952,60 CAKE CASES VINTAGE CHRISTMAS,12,2011-11-01 12:48:00,0.55,16360.0,United Kingdom,6.6000000000000005,2011-11-01,11,2011,2011-11,Tuesday
512071,84987,SET OF 36 TEATIME PAPER DOILIES,4,2010-06-13 11:36:00,1.45,13736.0,United Kingdom,5.8,2010-06-13,6,2010,2010-06,Sunday
546111,82494L,WOODEN FRAME ANTIQUE WHITE ,2,2011-03-09 12:39:00,2.95,14165.0,United Kingdom,5.9,2011-03-09,3,2011,2011-03,Wednesday
528588,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,3,2010-10-22 14:04:00,2.95,14080.0,United Kingdom,8.850000000000001,2010-10-22,10,2010,2010-10,Friday
500587,21164,HOME SWEET HOME METAL SIGN ,6,2010-03-09 10:18:00,2.95,17138.0,United Kingdom,17.700000000000003,2010-03-09,3,2010,2010-03,Tuesday
571502,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2011-10-17 15:18:00,4.25,14422.0,United Kingdom,17.0,2011-10-17,10,2011,2011-10,Monday
540021,20713,JUMBO BAG OWLS,2,2011-01-04 12:51:00,1.95,17841.0,United Kingdom,3.9,2011-01-04,1,2011,2011-01,Tuesday
567369,35970,ZINC FOLKART SLEIGH BELLS,12,2011-09-20 09:06:00,1.69,17527.0,United Kingdom,20.28,2011-09-20,9,2011,2011-09,Tuesday
563557,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-08-17 13:33:00,4.95,15786.0,United Kingdom,19.8,2011-08-17,8,2011,2011-08,Wednesday
553470,82484,WOOD BLACK BOARD ANT WHITE FINISH,108,2011-05-17 11:27:00,4.86,18102.0,United Kingdom,524.88,2011-05-17,5,2011,2011-05,Tuesday
553317,23082,SET 6 PAPER TABLE LANTERN HEARTS ,48,2011-05-16 12:04:00,3.29,16705.0,United Kingdom,157.92000000000002,2011-05-16,5,2011,2011-05,Monday
525528,22061,LARGE CAKE STAND  HANGING STRAWBERY,2,2010-10-05 18:51:00,9.95,13446.0,United Kingdom,19.9,2010-10-05,10,2010,2010-10,Tuesday
522098,21843,RED RETROSPOT CAKE STAND,6,2010-09-12 13:51:00,10.95,16320.0,Unspecified,65.69999999999999,2010-09-12,9,2010,2010-09,Sunday
500719,22030,SWALLOWS GREETING CARD,12,2010-03-09 15:16:00,0.42,16707.0,United Kingdom,5.04,2010-03-09,3,2010,2010-03,Tuesday
513752,22280,POCKET BAG PINK PAISELY BROWN SPOT,1,2010-06-28 12:47:00,2.1,17068.0,United Kingdom,2.1,2010-06-28,6,2010,2010-06,Monday
549989,21922,UNION STRIPE WITH FRINGE  HAMMOCK,1,2011-04-13 16:58:00,7.95,13221.0,United Kingdom,7.95,2011-04-13,4,2011,2011-04,Wednesday
569524,23517,EMBROIDERED RIBBON REEL REBECCA ,1,2011-10-04 14:42:00,2.89,14506.0,United Kingdom,2.89,2011-10-04,10,2011,2011-10,Tuesday
537163,21914,BLUE HARMONICA IN BOX ,12,2010-12-05 13:21:00,1.25,17863.0,United Kingdom,15.0,2010-12-05,12,2010,2010-12,Sunday
535092,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2010-11-25 10:20:00,0.85,13987.0,United Kingdom,10.2,2010-11-25,11,2010,2010-11,Thursday
523291,21424,WOODLAND STORAGE BOX LARGE ,4,2010-09-21 12:22:00,2.95,14534.0,United Kingdom,11.8,2010-09-21,9,2010,2010-09,Tuesday
535245,22594,CHRISTMAS GINGHAM TREE,1,2010-11-25 12:39:00,0.85,14527.0,United Kingdom,0.85,2010-11-25,11,2010,2010-11,Thursday
525164,82615,PINK MARSHMALLOW SCARF KNITTING KIT,6,2010-10-04 12:06:00,2.95,16571.0,United Kingdom,17.700000000000003,2010-10-04,10,2010,2010-10,Monday
575919,47421,ASSORTED COLOUR LIZARD SUCTION HOOK,120,2011-11-11 17:00:00,0.36,15311.0,United Kingdom,43.2,2011-11-11,11,2011,2011-11,Friday
576650,22959,WRAP CHRISTMAS VILLAGE,25,2011-11-16 10:34:00,0.42,14286.0,United Kingdom,10.5,2011-11-16,11,2011,2011-11,Wednesday
522090,21527,RED RETROSPOT TRADITIONAL TEAPOT ,1,2010-09-12 12:46:00,7.95,16799.0,United Kingdom,7.95,2010-09-12,9,2010,2010-09,Sunday
524099,22470,HEART OF WICKER LARGE,1,2010-09-27 12:24:00,2.95,13448.0,United Kingdom,2.95,2010-09-27,9,2010,2010-09,Monday
545054,21818,GLITTER HEART DECORATION,3,2011-02-27 12:41:00,0.85,14472.0,United Kingdom,2.55,2011-02-27,2,2011,2011-02,Sunday
513096,21928,JUMBO BAG SCANDINAVIAN PAISLEY,1,2010-06-21 14:49:00,1.95,15747.0,United Kingdom,1.95,2010-06-21,6,2010,2010-06,Monday
514465,21232,STRAWBERRY CERAMIC TRINKET BOX,20,2010-07-02 12:49:00,1.25,13113.0,United Kingdom,25.0,2010-07-02,7,2010,2010-07,Friday
576176,22197,POPCORN HOLDER,10,2011-11-14 11:04:00,0.85,16936.0,United Kingdom,8.5,2011-11-14,11,2011,2011-11,Monday
499237,22084,PAPER CHAIN KIT EMPIRE,6,2010-02-25 13:19:00,2.95,13735.0,United Kingdom,17.700000000000003,2010-02-25,2,2010,2010-02,Thursday
576857,23120,PACK OF 6 SMALL FRUIT STRAWS,1,2011-11-16 15:52:00,0.42,12748.0,United Kingdom,0.42,2011-11-16,11,2011,2011-11,Wednesday
525257,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2010-10-04 15:14:00,0.55,15819.0,United Kingdom,13.2,2010-10-04,10,2010,2010-10,Monday
495718,84682,CLASSICAL ROSE DISH,1,2010-01-26 14:25:00,2.95,16791.0,United Kingdom,2.95,2010-01-26,1,2010,2010-01,Tuesday
564350,82482,WOODEN PICTURE FRAME WHITE FINISH,12,2011-08-24 14:57:00,2.55,14401.0,United Kingdom,30.6,2011-08-24,8,2011,2011-08,Wednesday
521648,20750,RED/WHITE DOT MINI CASES,1,2010-09-07 13:26:00,7.95,14606.0,United Kingdom,7.95,2010-09-07,9,2010,2010-09,Tuesday
530953,21231,SWEETHEART CERAMIC TRINKET BOX,4,2010-11-04 18:42:00,1.25,18168.0,United Kingdom,5.0,2010-11-04,11,2010,2010-11,Thursday
532562,71038,WHITE HANGING BEADS CANDLE HOLDER,1,2010-11-12 13:05:00,5.45,15021.0,United Kingdom,5.45,2010-11-12,11,2010,2010-11,Friday
557956,20979,36 PENCILS TUBE RED RETROSPOT,2,2011-06-23 19:20:00,1.25,18283.0,United Kingdom,2.5,2011-06-23,6,2011,2011-06,Thursday
548648,82483,WOOD 2 DRAWER CABINET WHITE FINISH,3,2011-04-01 13:20:00,6.95,12949.0,United Kingdom,20.85,2011-04-01,4,2011,2011-04,Friday
495317,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,3,2010-01-22 15:04:00,5.95,16327.0,United Kingdom,17.85,2010-01-22,1,2010,2010-01,Friday
558558,23204,CHARLOTTE BAG APPLES DESIGN,3,2011-06-30 13:17:00,0.85,17841.0,United Kingdom,2.55,2011-06-30,6,2011,2011-06,Thursday
528092,47578A,ENGLISH ROSE SMALL SCENTED FLOWER,1,2010-10-20 13:19:00,0.85,14449.0,United Kingdom,0.85,2010-10-20,10,2010,2010-10,Wednesday
548497,21165,BEWARE OF THE CAT METAL SIGN ,12,2011-03-31 13:43:00,1.69,13089.0,United Kingdom,20.28,2011-03-31,3,2011,2011-03,Thursday
553017,20728,LUNCH BAG CARS BLUE,3,2011-05-12 19:01:00,1.65,12757.0,Portugal,4.949999999999999,2011-05-12,5,2011,2011-05,Thursday
530796,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2010-11-04 12:27:00,1.65,16391.0,United Kingdom,1.65,2010-11-04,11,2010,2010-11,Thursday
501674,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,6,2010-03-18 15:23:00,4.95,12951.0,United Kingdom,29.700000000000003,2010-03-18,3,2010,2010-03,Thursday
490479,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2009-12-06 12:42:00,0.55,16779.0,United Kingdom,13.2,2009-12-06,12,2009,2009-12,Sunday
544355,22614,PACK OF 12 SPACEBOY TISSUES,24,2011-02-18 10:53:00,0.29,12714.0,France,6.959999999999999,2011-02-18,2,2011,2011-02,Friday
519938,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2010-08-23 09:23:00,1.65,15260.0,United Kingdom,19.8,2010-08-23,8,2010,2010-08,Monday
579470,23247,BISCUIT TIN 50'S CHRISTMAS,3,2011-11-29 15:06:00,2.89,16549.0,United Kingdom,8.67,2011-11-29,11,2011,2011-11,Tuesday
520077,79321,CHILLI LIGHTS,48,2010-08-24 09:49:00,4.25,17553.0,United Kingdom,204.0,2010-08-24,8,2010,2010-08,Tuesday
580151,23439,HAND WARMER RED LOVE HEART,3,2011-12-02 10:21:00,2.1,17811.0,United Kingdom,6.300000000000001,2011-12-02,12,2011,2011-12,Friday
534202,20724,RED RETROSPOT CHARLOTTE BAG,20,2010-11-21 15:27:00,0.85,14282.0,United Kingdom,17.0,2010-11-21,11,2010,2010-11,Sunday
574310,22768,FAMILY PHOTO FRAME CORNICE,3,2011-11-03 16:56:00,9.95,13467.0,United Kingdom,29.85,2011-11-03,11,2011,2011-11,Thursday
562460,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,1,2011-08-05 11:19:00,4.95,17841.0,United Kingdom,4.95,2011-08-05,8,2011,2011-08,Friday
502875,22360,GLASS JAR ENGLISH CONFECTIONERY,4,2010-03-29 10:10:00,2.95,13319.0,United Kingdom,11.8,2010-03-29,3,2010,2010-03,Monday
547892,22197,SMALL POPCORN HOLDER,12,2011-03-28 10:15:00,0.85,12669.0,France,10.2,2011-03-28,3,2011,2011-03,Monday
564635,22185,SLATE TILE NATURAL HANGING,12,2011-08-26 12:41:00,1.65,15615.0,United Kingdom,19.8,2011-08-26,8,2011,2011-08,Friday
534526,21213,PACK OF 72 SKULL CAKE CASES,24,2010-11-23 12:04:00,0.55,15384.0,United Kingdom,13.2,2010-11-23,11,2010,2010-11,Tuesday
510419,22067,CHOC TRUFFLE GOLD TRINKET POT ,4,2010-05-30 11:37:00,1.65,16206.0,United Kingdom,6.6,2010-05-30,5,2010,2010-05,Sunday
534445,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,2010-11-22 15:30:00,4.95,18283.0,United Kingdom,4.95,2010-11-22,11,2010,2010-11,Monday
536239,22812,PACK 3 BOXES CHRISTMAS PANNETONE,12,2010-11-30 14:30:00,1.95,12471.0,Germany,23.4,2010-11-30,11,2010,2010-11,Tuesday
