Description,mean,std,Safety_Stock,Reorder_Point,ABC,Strategy,Risk
FELT FARM ANIMAL SHEEP,13.458333333333334,29.632501496288427,129.3603789784821,223.56871231181543,C,"Low Priority → Low stock, minimal monitoring",High Risk
FELT FARM ANIMAL WHITE BUNNY ,26.057142857142857,43.38231981899823,189.3850687379276,371.78506873792765,C,"Low Priority → Low stock, minimal monitoring",High Risk
FELT TOADSTOOL  SMALL,13.539473684210526,12.135282762230892,52.97645145921465,147.75276724868834,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FELT TOADSTOOL LARGE,13.33673469387755,20.316030883943366,88.6894228222561,182.04656567939895,C,"Low Priority → Low stock, minimal monitoring",High Risk
FELTCRAFT 6 FLOWER FRIENDS,26.494646680942186,56.407254894710775,246.24528817553872,431.707814942134,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
FELTCRAFT BOY JEAN-PAUL KIT,3.933333333333333,3.4569584605188424,15.091316425702368,42.6246497590357,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FELTCRAFT BUTTERFLY HEARTS,28.480176211453745,70.51894241765103,307.84971418804116,507.2109476682174,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
FELTCRAFT CHRISTMAS FAIRY,18.427807486631018,29.50266758497282,128.79359038069364,257.7882427871108,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
FELTCRAFT CUSHION BUTTERFLY,16.67867867867868,36.80331222892765,160.66447910898793,277.4152298597387,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
FELTCRAFT CUSHION OWL,15.057377049180328,28.036267855994332,122.39203752163581,227.7936768658981,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
FELTCRAFT CUSHION RABBIT,17.237654320987655,36.89172092920749,161.0504263762015,281.7140066231151,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
FELTCRAFT DOLL EMILY,11.161676646706587,21.70559700456447,94.75555935823907,172.88729588518518,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
FELTCRAFT DOLL MARIA,7.310160427807487,12.652937670539389,55.236268610569425,106.40739160522183,B,"Medium Priority → Moderate stock, weekly review",High Risk
FELTCRAFT DOLL MOLLY,19.036745406824146,88.31676668561187,385.5459320582812,518.8031499060503,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
FELTCRAFT DOLL ROSIE,12.793650793650794,20.913609390152764,91.29814561409754,180.8537011696531,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
FELTCRAFT GIRL AMELIE KIT,7.100719424460432,6.892860162357016,30.090709789042585,79.79574576026562,B,"Medium Priority → Moderate stock, weekly review",Medium Risk
FELTCRAFT GIRL NICOLE KIT,5.6173913043478265,5.842347834794736,25.504709081945848,64.82644821238063,B,"Medium Priority → Moderate stock, weekly review",High Risk
FELTCRAFT HAIRBAND PINK AND BLUE,11.61271676300578,15.780664505256105,68.89032777701544,150.1793451180559,C,"Low Priority → Low stock, minimal monitoring",High Risk
FELTCRAFT HAIRBAND PINK AND PURPLE,15.403409090909092,57.61926056720695,251.53628641062906,359.3601500469927,B,"Medium Priority → Moderate stock, weekly review",High Risk
FELTCRAFT HAIRBAND RED AND BLUE,10.76878612716763,14.08461791778673,61.48625393101631,136.86775682118972,C,"Low Priority → Low stock, minimal monitoring",High Risk
"FELTCRAFT HAIRBAND S/2, PINK/PURPLE",13.714285714285714,4.535573676110727,19.8,115.8,C,"Low Priority → Low stock, minimal monitoring",Low Risk
"FELTCRAFT HAIRBAND, S/2, RED/BLUE",34.0,53.88877434122992,235.2508873522053,473.25088735220527,C,"Low Priority → Low stock, minimal monitoring",High Risk
FELTCRAFT HAIRBANDS PINK + WHITE ,14.4,5.366563145999495,23.42767594107448,124.22767594107448,C,"Low Priority → Low stock, minimal monitoring",Low Risk
FELTCRAFT HAIRBANDS PINK AND WHITE ,11.173652694610778,13.33713993469696,58.22314652232604,136.4387153846015,C,"Low Priority → Low stock, minimal monitoring",High Risk
FELTCRAFT PRINCESS CHARLOTTE DOLL,12.73913043478261,17.35105104401505,75.74583397928491,164.91974702276318,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
FELTCRAFT PRINCESS LOLA DOLL,12.1,16.931773152417975,73.91548067748586,158.61548067748586,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
FELTCRAFT PRINCESS OLIVIA DOLL,10.506976744186046,20.83016992573442,90.93389149467158,164.48272870397392,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
FENG SHUI PILLAR CANDLE,60.97142857142857,147.83940462691118,645.3913927207869,1072.191392720787,C,"Low Priority → Low stock, minimal monitoring",High Risk
FILIGREE DIAMANTE CHAIN,2.0,1.4142135623730951,6.173734688177003,20.173734688177003,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FILIGREE DIAMANTE EARRINGS,1.9090909090909092,0.7006490497453707,3.0586761842339567,16.42231254787032,C,"Low Priority → Low stock, minimal monitoring",Low Risk
FILIGREE HEART BIRD WHITE ,22.532258064516128,24.15165048287725,105.4337805335863,263.1595869851992,C,"Low Priority → Low stock, minimal monitoring",High Risk
FILIGREE HEART BUTTERFLY WHITE ,23.41176470588235,22.60051200986361,98.66230156336566,262.5446545045421,B,"Medium Priority → Moderate stock, weekly review",Medium Risk
FILIGREE HEART DAISY WHITE,21.035087719298247,15.189240684822055,66.3084732023069,213.55408723739464,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FILIGREE WALL MIRROR  ANTIQUE WHITE,4.842105263157895,6.3531545785865475,27.73463064189075,61.629367483996006,C,"Low Priority → Low stock, minimal monitoring",High Risk
FILIGRIS HEART WITH BUTTERFLY,34.54838709677419,46.72472489468476,203.9763035462535,445.81501322367285,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
FINE SILVER NECKLACE W PASTEL FLOWE,2.6923076923076925,2.015961945102775,8.800661032864783,27.646814879018628,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FINE WICKER HEART ,29.56441717791411,27.661319610429306,120.7552048313655,327.7061250767643,A,"High Priority → Maintain high stock, frequent monitoring",Medium Risk
FIRE POLISHED GLASS BRACELET BLACK,4.666666666666667,6.3508529610858835,27.724582954482834,60.391249621149505,C,"Low Priority → Low stock, minimal monitoring",High Risk
FIRE POLISHED GLASS BRACELET GREEN,4.4,4.722287581247038,20.615097622858837,51.41509762285884,C,"Low Priority → Low stock, minimal monitoring",High Risk
FIRE POLISHED GLASS BRACELET MONTAN,4.333333333333333,2.886751345948129,12.60208316112856,42.93541649446189,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FIRE POLISHED GLASS BRACELET RED,3.5,3.5355339059327378,15.43433672044251,39.93433672044251,C,"Low Priority → Low stock, minimal monitoring",High Risk
FIRE POLISHED GLASS NECKL BRONZE,1.7142857142857142,1.4960264830861913,6.530888147870855,18.530888147870854,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FIRE POLISHED GLASS NECKL GOLD,1.75,0.5,2.182744831628287,14.432744831628288,C,"Low Priority → Low stock, minimal monitoring",Low Risk
FIRE POLISHED GLASS NECKL GREEN,2.5714285714285716,2.439750182371333,10.650704202070395,28.650704202070393,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FIRE POLISHED GLASS NECKL SILVER,2.3333333333333335,2.3094010767585034,10.081666528902849,26.414999862236186,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FIRST AID TIN,12.101754385964913,36.41331831119513,158.96196469239368,243.67424539414807,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
FIRST CLASS HOLIDAY PURSE ,30.304347826086957,85.25066503745329,372.160897006751,584.2913317893597,C,"Low Priority → Low stock, minimal monitoring",High Risk
FIRST CLASS LUGGAGE TAG ,4.371794871794871,5.137357384146143,22.427080556944823,53.02964465950892,C,"Low Priority → Low stock, minimal monitoring",High Risk
FIRST CLASS PASSPORT COVER ,6.647058823529412,24.166564237418285,105.49888637487553,152.0282981395814,C,"Low Priority → Low stock, minimal monitoring",High Risk
FIVE CATS HANGING DECORATION,5.1477272727272725,3.292414733191978,14.373002484903234,50.40709339399414,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FIVE HEART HANGING DECORATION,6.981395348837209,6.370172015090914,27.808920085045685,76.67868752690615,B,"Medium Priority → Moderate stock, weekly review",Medium Risk
FLAG OF ST GEORGE ,10.052631578947368,9.357602396840452,40.85051653627194,111.21893758890351,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FLAG OF ST GEORGE CAR FLAG,29.636363636363637,50.55925866113583,220.7159210671039,428.17046652164936,C,"Low Priority → Low stock, minimal monitoring",High Risk
FLAG OF ST GEORGE CHAIR,5.615384615384615,4.9588046533155135,21.647610456157476,60.95530276384979,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FLAMES SUNGLASSES PINK LENSES,4.055555555555555,5.774917592711984,25.210343057142705,53.599231946031594,C,"Low Priority → Low stock, minimal monitoring",High Risk
FLAMINGO LIGHTS,8.639344262295081,10.53095878332903,45.97279171280392,106.44820154886949,B,"Medium Priority → Moderate stock, weekly review",High Risk
FLAT GLASS  BAUBLE WHITE FLOCK ,7.2,2.6832815729997477,11.71383797053724,62.11383797053724,C,"Low Priority → Low stock, minimal monitoring",Low Risk
FLAT PALM T-LIGHT HOLDER,5.782608695652174,6.687549637804774,29.194428816351987,69.6726896859172,C,"Low Priority → Low stock, minimal monitoring",High Risk
FLOOR CUSHION ELEPHANT CARNIVAL,2.3260869565217392,2.0116808651924996,8.7819720227689,25.064580718421077,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FLOOR LAMP SHADE WOOD BASE,5.181818181818182,10.737723282833343,46.87541999811841,83.14814727084568,C,"Low Priority → Low stock, minimal monitoring",High Risk
FLORAL BATHROOM SET,66.2,262.473617721858,1145.8258650423286,1609.2258650423287,C,"Low Priority → Low stock, minimal monitoring",High Risk
FLORAL BLUE MONSTER,3.4583333333333335,4.596588211750732,20.066358324644842,44.27469165797818,C,"Low Priority → Low stock, minimal monitoring",High Risk
FLORAL DINOSAUR GREEN,2.3636363636363638,1.5015143870590966,6.554845535937517,23.100300081392064,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FLORAL ELEPHANT SOFT TOY,10.901234567901234,21.865272087417306,95.45261928191276,171.7612612572214,B,"Medium Priority → Moderate stock, weekly review",High Risk
FLORAL FOLK STATIONERY SET,11.172972972972973,15.7532717210662,68.7707448607866,146.98155567159742,B,"Medium Priority → Moderate stock, weekly review",High Risk
FLORAL PINK MONSTER,4.708333333333333,4.515472594715107,19.712248936947145,52.67058227028048,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FLORAL SOFT CAR TOY,3.6176470588235294,2.4122754991457684,10.530763756447946,35.85429316821265,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FLOWER BLUE CLOCK W/SUCKER,5.333333333333333,4.15187851918806,18.12498275861249,55.45831609194582,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FLOWER BLUE CLOCK WITH SUCKER,16.714285714285715,16.152546607416486,70.51377524994672,187.51377524994672,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FLOWER BROOCH 4 ASSORTED COLOURS,1.6666666666666667,0.5773502691896257,2.5204166322257118,14.187083298892379,C,"Low Priority → Low stock, minimal monitoring",Low Risk
FLOWER BURST SILVER RING CRYSTAL,5.052631578947368,11.032646928349244,48.16290612406802,83.53132717669959,C,"Low Priority → Low stock, minimal monitoring",High Risk
FLOWER BURST SILVER RING GREEN,1.875,1.1259916264596035,4.915504806222857,18.040504806222856,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FLOWER BURST SILVER RING MIDN'T BLU,2.5,1.2692955176439846,5.541096461892717,23.041096461892717,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FLOWER BURST SILVER RING OPAL,2.7857142857142856,1.8883680959850135,8.243651403446076,27.743651403446076,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FLOWER BURST SILVER RING ROSE,2.5714285714285716,1.2724180205607034,5.5547277160991415,23.55472771609914,C,"Low Priority → Low stock, minimal monitoring",Low Risk
FLOWER DES BLUE HANDBAG/ORANG HANDL,1.5,0.7071067811865476,3.0868673440885015,13.586867344088501,C,"Low Priority → Low stock, minimal monitoring",Low Risk
FLOWER FAIRY 5 DRAWER LINERS,3.5294117647058822,1.9722337291388514,8.609765958081622,33.3156483110228,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FLOWER FAIRY 5 SUMMER DRAW LINERS,6.0,,,,C,"Low Priority → Low stock, minimal monitoring",Low Risk
FLOWER FAIRY INCENSE BOUQUET,36.94117647058823,80.17970013491875,350.0236521419996,608.6118874361173,C,"Low Priority → Low stock, minimal monitoring",High Risk
FLOWER FAIRY INCENSE LAVENDER,302.73333333333335,994.9061310112675,4343.252430840279,6462.385764173612,C,"Low Priority → Low stock, minimal monitoring",High Risk
FLOWER FAIRY INCENSE LILY,54.53846153846154,85.78618321600064,374.4986960796854,756.2679268489162,C,"Low Priority → Low stock, minimal monitoring",High Risk
FLOWER FAIRY INCENSE ROSE,260.3333333333333,716.7457179798316,3128.9460230243667,4951.2793563577,C,"Low Priority → Low stock, minimal monitoring",High Risk
"FLOWER FAIRY MUG+COASTER,LAVENDER",2.0,1.1952286093343936,5.217758139277826,19.217758139277827,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
"FLOWER FAIRY MUG+COASTER,ROSE",6.0,,,,C,"Low Priority → Low stock, minimal monitoring",Low Risk
FLOWER FAIRY OIL BURNER SET ROSE,49.0,63.21536061893357,275.9660033409912,618.9660033409912,C,"Low Priority → Low stock, minimal monitoring",High Risk
FLOWER FAIRY OIL BURNER SET SUMMER,44.416666666666664,58.13379291589255,253.78247206022718,564.6991387268938,C,"Low Priority → Low stock, minimal monitoring",High Risk
FLOWER FAIRY POTPOURRI CUSHION LILY,73.0,75.33480824514875,328.873326677613,839.873326677613,C,"Low Priority → Low stock, minimal monitoring",High Risk
FLOWER FAIRY SET 3 CANDLES LAVENDER,10.785714285714286,15.026783847657915,65.59926955894149,141.0992695589415,C,"Low Priority → Low stock, minimal monitoring",High Risk
FLOWER FAIRY SET OF 3 LILY CANDLES,25.75,38.65506804694937,168.74829999143697,348.99829999143697,C,"Low Priority → Low stock, minimal monitoring",High Risk
FLOWER FAIRY SUMMER BOUQUET SACHET,16.136363636363637,9.612964730461195,41.96529816407837,154.91984361862382,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",4.660714285714286,3.428632304654362,14.967658885076185,47.59265888507618,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FLOWER GARLAND NECKLACE RED,1.5,0.8548504142651103,3.73184064710494,14.23184064710494,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
"FLOWER GLASS GARLAND NECKL.36""BLACK",2.9166666666666665,1.378954368902449,6.0198110435461345,26.4364777102128,C,"Low Priority → Low stock, minimal monitoring",Low Risk
"FLOWER GLASS GARLAND NECKL.36""BLUE",2.75,1.5811388300841898,6.902445218906124,26.152445218906124,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
"FLOWER GLASS GARLAND NECKL.36""GREEN",1.8888888888888888,1.6914819275153699,7.3841468701536535,20.606369092375875,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
"FLOWER GLASS GARLD NECKL36""AMETHYST",1.6363636363636365,0.9244162777371754,4.035529705007757,15.490075159553212,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
"FLOWER GLASS GARLD NECKL36""TURQUOIS",3.25,2.217355782608345,9.679843748738923,32.429843748738925,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FLOWER PENCIL/RUBBER+5 MINI PENCILS,24.65,16.52836477408649,72.15440557180867,244.70440557180865,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FLOWER PURPLE CLOCK W/SUCKER,2.4285714285714284,2.1491969707422394,9.382297160077588,26.382297160077588,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FLOWER PURPLE CLOCK WITH SUCKER,8.0,5.656854249492381,24.694938752708012,80.69493875270801,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FLOWER SHOP DESIGN MUG,1.0,,,,C,"Low Priority → Low stock, minimal monitoring",Low Risk
FLOWER VINE RAFFIA FOOD COVER,4.872037914691943,6.536179539301547,28.533624216010022,62.63788961885362,B,"Medium Priority → Moderate stock, weekly review",High Risk
FLOWER WINDMILL,12.166666666666666,16.614132892351194,72.52882540553018,157.69549207219683,C,"Low Priority → Low stock, minimal monitoring",High Risk
FLOWERS  STICKERS,12.444444444444445,15.063991675300011,65.76169994590528,152.8728110570164,C,"Low Priority → Low stock, minimal monitoring",High Risk
FLOWERS AND BIRDS WALL PLAQUE,2.0,,,,C,"Low Priority → Low stock, minimal monitoring",Low Risk
FLOWERS CHANDELIER T-LIGHT HOLDER,27.93548387096774,96.70227004707834,422.1527603039663,617.7011474007405,B,"Medium Priority → Moderate stock, weekly review",High Risk
FLOWERS HANDBAG blue and orange,16.333333333333332,23.115651263447745,100.91113665002491,215.24446998335824,C,"Low Priority → Low stock, minimal monitoring",High Risk
FLOWERS TILE COASTER,26.285714285714285,29.31684416707187,127.98238017065606,311.98238017065603,C,"Low Priority → Low stock, minimal monitoring",High Risk
FLOWERS TILE HOOK,20.375,53.029780394563694,231.50095815723398,374.125958157234,C,"Low Priority → Low stock, minimal monitoring",High Risk
FLOWERS WALL THERMOMETER,25.0,40.70626487409524,177.70277853764694,352.70277853764696,C,"Low Priority → Low stock, minimal monitoring",High Risk
FLUTED ANTIQUE CANDLE HOLDER,25.6,25.86890024720804,112.93041662900214,292.1304166290022,B,"Medium Priority → Moderate stock, weekly review",High Risk
FLYING PIG WATERING CAN,5.369047619047619,7.019387543915853,30.643063765356608,68.22639709868994,C,"Low Priority → Low stock, minimal monitoring",High Risk
FLYING SAUCER TABLE LIGHT IN WHITE,31.833333333333332,53.14288914489563,231.9947332376319,454.82806657096523,C,"Low Priority → Low stock, minimal monitoring",High Risk
FOLDING BUTTERFLY MIRROR HOT PINK ,19.56382978723404,36.055381090831986,157.3993934568036,294.34620196744186,C,"Low Priority → Low stock, minimal monitoring",High Risk
FOLDING BUTTERFLY MIRROR IVORY ,10.208333333333334,13.215374635649319,57.691581367990224,129.14991470132355,C,"Low Priority → Low stock, minimal monitoring",High Risk
FOLDING BUTTERFLY MIRROR RED  ,17.633802816901408,35.924619268931814,156.8285540749498,280.2651737932597,C,"Low Priority → Low stock, minimal monitoring",High Risk
FOLDING CAMPING SCISSOR W/KNIF & S,11.0,9.591663046625438,41.87230588348341,118.87230588348342,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FOLDING MIRROR HOT PINK ,31.2,36.595081636744574,159.75545061123893,378.15545061123896,C,"Low Priority → Low stock, minimal monitoring",High Risk
FOLDING MIRROR IVORY ,18.0,,,,C,"Low Priority → Low stock, minimal monitoring",Low Risk
FOLDING MIRROR RED  ,18.0,,,,C,"Low Priority → Low stock, minimal monitoring",Low Risk
FOLDING SHIRT TIDY,1.0,,,,C,"Low Priority → Low stock, minimal monitoring",Low Risk
FOLDING SHOE TIDY,6.0,7.615773105863909,33.24657877135631,75.24657877135631,C,"Low Priority → Low stock, minimal monitoring",High Risk
FOLDING UMBRELLA  CHOC/WHITE  SPOT,14.971428571428572,51.35315198200979,224.18165415310762,328.9816541531076,B,"Medium Priority → Moderate stock, weekly review",High Risk
FOLDING UMBRELLA  CREAM/MULTI  SPOT,9.3,17.488750963302387,76.34696155356502,141.44696155356502,C,"Low Priority → Low stock, minimal monitoring",High Risk
FOLDING UMBRELLA  PINK/WHITE  SPOT,17.0,41.556095713012915,181.41270628045874,300.41270628045874,C,"Low Priority → Low stock, minimal monitoring",High Risk
FOLDING UMBRELLA  WHITE/RED  SPOT,11.772727272727273,20.330441210825697,88.75233095530506,171.16142186439595,C,"Low Priority → Low stock, minimal monitoring",High Risk
"FOLDING UMBRELLA , BLACK/BLUE  SPOT",15.137254901960784,43.84473496685464,191.40373728602802,297.3645215997535,B,"Medium Priority → Moderate stock, weekly review",High Risk
"FOLDING UMBRELLA , RED/WHITE SPOT",11.868421052631579,25.44082918211756,111.06167681921042,194.1406241876315,B,"Medium Priority → Moderate stock, weekly review",High Risk
FOLDING UMBRELLA BLACKBLUE POLKADOT,2.9365079365079363,2.124154601270182,9.27297495500387,29.828530510559425,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FOLDING UMBRELLA CHOCOLATE POLKADOT,3.2432432432432434,2.1909587628023264,9.56460783163497,32.267310534337675,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FOLDING UMBRELLA CREAM POLKADOT,4.525,5.56079453832237,24.27559107653992,55.95059107653992,C,"Low Priority → Low stock, minimal monitoring",High Risk
FOLDING UMBRELLA PINKWHITE POLKADOT,2.8333333333333335,2.151762370898099,9.393496387940111,29.226829721273447,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FOLDING UMBRELLA RED/WHITE POLKADOT,3.841463414634146,2.8908946549558663,12.620170733773515,39.51041463621254,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FOLDING UMBRELLA WHITE/RED POLKADOT,3.7777777777777777,6.733003292241386,29.392856274952255,55.837300719396694,C,"Low Priority → Low stock, minimal monitoring",High Risk
"FOLK ART GREETING CARD,pack/12",3.130434782608696,5.19881409402084,22.69536918864057,44.608412666901444,C,"Low Priority → Low stock, minimal monitoring",High Risk
FOLK ART METAL HEART T-LIGHT HOLDER,14.215686274509803,17.172435733454,74.96609068733127,174.4758946088999,C,"Low Priority → Low stock, minimal monitoring",High Risk
FOLK ART METAL STAR T-LIGHT HOLDER,14.464285714285714,10.830872181306185,47.28206055154534,148.53206055154533,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FOLK FELT HANGING MULTICOL GARLAND,35.142857142857146,113.56633378476286,495.77265623132814,741.7726562313281,C,"Low Priority → Low stock, minimal monitoring",High Risk
FOLKART BAUBLE CHRISTMAS DECORATION,39.38235294117647,29.148537783256998,127.24764039185213,402.92411098008745,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FOLKART CHRISTMAS TREE T-LIGHT HOLD,13.555555555555555,11.788440111458254,51.462313452490186,146.35120234137906,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FOLKART CLIP ON STARS,21.91304347826087,26.286309142007337,114.75261084459981,268.1439151924259,C,"Low Priority → Low stock, minimal monitoring",High Risk
FOLKART CROWN TABLE DECORATIONS,12.555555555555555,16.629482329275394,72.5958332137596,160.4847221026485,C,"Low Priority → Low stock, minimal monitoring",High Risk
FOLKART HEART CHRISTMAS DECORATIONS,1.0,,,,C,"Low Priority → Low stock, minimal monitoring",Low Risk
FOLKART HEART NAPKIN RINGS,5.178082191780822,5.989208966859166,26.14582983590728,62.39240517837303,C,"Low Priority → Low stock, minimal monitoring",High Risk
FOLKART STAR CHRISTMAS DECORATIONS,48.01428571428571,40.44444852076819,176.55982195352618,512.6598219535261,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FOLKART ZINC CLIP ON ANGEL WINGS,9.454545454545455,9.750524461418847,42.56581374765435,108.74763192947253,C,"Low Priority → Low stock, minimal monitoring",High Risk
FOLKART ZINC HEART CHRISTMAS DEC,40.05223880597015,98.7880731829945,431.2583123333965,711.6239839751875,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
FOLKART ZINC STAR CHRISTMAS DEC,19.54385964912281,33.17543743679663,144.82702920435085,281.6340467482105,C,"Low Priority → Low stock, minimal monitoring",High Risk
FOOD CONTAINER SET 3 LOVE HEART ,15.873817034700316,35.99749255865916,157.14668166798202,268.26340091088423,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
"FOOD COVER WITH BEADS , SET 2 SIZES",3.0,,,,C,"Low Priority → Low stock, minimal monitoring",Low Risk
FOOD COVER WITH BEADS SET 2 ,12.25,21.18125514742347,92.46655040087727,178.21655040087728,B,"Medium Priority → Moderate stock, weekly review",High Risk
FOOD/DRINK SPONGE STICKERS,39.81818181818182,33.09699041318976,144.48456953368182,423.21184226095454,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FOOD/DRINK SPUNGE STICKERS,42.166666666666664,59.19484278013335,258.4144742747702,553.5811409414368,C,"Low Priority → Low stock, minimal monitoring",High Risk
FOOT STOOL HOME SWEET HOME ,6.888888888888889,6.8347100632540005,29.836856132491025,78.05907835471325,B,"Medium Priority → Moderate stock, weekly review",Medium Risk
FORKED CACTUS CANDLE,6.215686274509804,8.331419388051946,36.37072521879619,79.88052914036481,C,"Low Priority → Low stock, minimal monitoring",High Risk
FOUR HOOK  WHITE LOVEBIRDS,9.897905759162304,17.2094567731463,75.12770565343102,144.41304596756714,A,"High Priority → Maintain high stock, frequent monitoring",High Risk
FOUR PICTURE WHITE GLASS FRAME,2.3,2.057506581601462,8.982023714063553,25.082023714063553,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FOUR RABBIT EASTER DECORATIONS,56.05263157894737,218.93364638736514,955.7525702431126,1348.1209912957443,C,"Low Priority → Low stock, minimal monitoring",High Risk
FRAPPUCINO SCARF KNITTING KIT,8.292307692307693,12.1651693845111,53.10692119984856,111.15307504600241,C,"Low Priority → Low stock, minimal monitoring",High Risk
FREESTYLE CANVAS ART PICTURE,5.153846153846154,10.352554497098026,45.1939696453818,81.27089272230488,C,"Low Priority → Low stock, minimal monitoring",High Risk
FRENCH BATHROOM SIGN BLUE METAL,14.725806451612904,21.615937079678194,94.36414988293966,197.44479504422998,B,"Medium Priority → Moderate stock, weekly review",High Risk
FRENCH BLUE METAL DOOR SIGN 0,8.890625,7.932487324838922,34.62919142049811,96.8635664204981,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FRENCH BLUE METAL DOOR SIGN 1,9.512605042016807,11.368157689702429,49.62757488466669,116.21581017878435,C,"Low Priority → Low stock, minimal monitoring",High Risk
FRENCH BLUE METAL DOOR SIGN 2,9.515151515151516,10.408359705665594,45.43758670653939,112.0436473126,C,"Low Priority → Low stock, minimal monitoring",High Risk
FRENCH BLUE METAL DOOR SIGN 3,8.64516129032258,8.19417232111032,35.77157456675024,96.2877035990083,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FRENCH BLUE METAL DOOR SIGN 4,8.104651162790697,7.436047447507773,32.461988267580615,89.1945464071155,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FRENCH BLUE METAL DOOR SIGN 5,9.0,9.220776934332989,40.253206394025305,103.25320639402531,C,"Low Priority → Low stock, minimal monitoring",High Risk
FRENCH BLUE METAL DOOR SIGN 6,9.069444444444445,6.599885592027792,28.811732330673323,92.29784344178444,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FRENCH BLUE METAL DOOR SIGN 7,9.4,7.0595808062108265,30.818527036437878,96.61852703643788,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FRENCH BLUE METAL DOOR SIGN 8,8.108108108108109,7.02942459027368,30.68688038748133,87.4436371442381,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FRENCH BLUE METAL DOOR SIGN 9,8.517241379310345,6.056000009589867,26.437405442546282,86.05809509771869,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
FRENCH BLUE METAL DOOR SIGN No,12.479452054794521,23.35481724579481,101.95521327376363,189.3113776573253,C,"Low Priority → Low stock, minimal monitoring",High Risk
"FRENCH BLUE METAL DOOR SIGN, 0",11.21951219512195,9.829832641306643,42.91203278716622,121.44861815301988,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
"FRENCH BLUE METAL DOOR SIGN, 1",11.666666666666666,11.105554165971787,48.48118191628583,130.1478485829525,C,"Low Priority → Low stock, minimal monitoring",Medium Risk
